Tag	dynamicColors	mergedColors
SMIM29	turquoise	brown
CHCHD1	yellow	yellow
LBX2	blue	blue
PAM	red	pink
CIDEB	grey	grey
WDR62	turquoise	brown
THAP9	grey	grey
GPT	turquoise	brown
FCHO2	tan	pink
ICK	greenyellow	pink
ZNHIT3	grey	grey
TAFA3	turquoise	brown
SPAG16	grey	grey
PKIB	grey	grey
DDX49	blue	blue
ZNF536	grey	grey
OR2T5	grey	grey
TNFRSF11A	grey	grey
PNPT1	grey	grey
UGT2B28	grey	grey
ANHX	turquoise	brown
DUSP15	turquoise	brown
LTB4R2	turquoise	brown
APOA1	grey	grey
HBA1	grey	grey
HCST	grey	grey
C11orf42	grey	grey
RAB3B	grey	grey
ADGRF4	grey	grey
MRPL50	grey	grey
ARAP1	brown	brown
DNAJB8	turquoise	brown
OR5H15	grey	grey
UNKL	red	pink
SLC16A3	grey	grey
TBL1XR1	pink	pink
CYB5B	grey	grey
TRPM7	blue	blue
ICOS	grey	grey
CNTD2	turquoise	brown
SNAPC4	blue	blue
OR52N1	blue	blue
TSPAN15	grey	grey
PTPN14	grey	grey
USP15	blue	blue
OR6K3	grey	grey
NCKAP1	pink	pink
GRIN2D	turquoise	brown
KLK1	grey	grey
CASKIN2	turquoise	brown
SIGLEC7	turquoise	brown
TXNL1	yellow	yellow
SLC10A1	grey	grey
CEP72	grey	grey
OR7D4	grey	grey
MYLK4	magenta	green
NPIPB13	blue	blue
TBC1D24	turquoise	brown
TAC4	grey	grey
CYCS	grey	grey
NDP	grey	grey
GNAZ	brown	brown
SIRT4	grey	grey
STPG4	red	pink
OR7A17	grey	grey
MRPS24	blue	blue
SNAP29	green	green
ARSD	grey	grey
ERVV-2	grey	grey
CTAGE15	blue	blue
B4GALT2	grey	grey
FAM229B	grey	grey
YTHDF1	grey	grey
SSC4D	turquoise	brown
MS4A8	grey	grey
LRFN2	brown	brown
TPM1	black	black
PRPF6	grey	grey
KDM6A	grey	grey
CA10	grey	grey
NSD3	blue	blue
ARFGAP2	grey	grey
LRRC42	grey	grey
CACNG1	grey	grey
XPO7	brown	brown
PIGV	grey	grey
CGN	brown	brown
SLC38A6	grey	grey
KLHL42	grey	grey
TOX	grey	grey
CECR2	grey	grey
CEP128	grey	grey
TNFRSF21	grey	grey
OR10G3	grey	grey
ADGRB1	turquoise	brown
SERPINA12	grey	grey
ITGB1BP2	grey	grey
ZNF85	blue	blue
PEAK1	blue	blue
TPTE	grey	grey
SDHC	yellow	yellow
OR11H2	grey	grey
CCDC80	grey	grey
MRPL49	yellow	yellow
HOXC8	grey	grey
SCAP	grey	grey
AP1AR	grey	grey
UBTD1	turquoise	brown
MBNL2	brown	brown
C3orf80	blue	blue
ACAD11	grey	grey
P2RX3	grey	grey
SLC25A35	grey	grey
ACTRT2	turquoise	brown
CLTA	yellow	yellow
PHF23	grey	grey
APOD	grey	grey
DES	grey	grey
FXYD5	grey	grey
MICAL2	black	black
OR6M1	grey	grey
ARHGEF35	grey	grey
ANTKMT	turquoise	brown
KITLG	grey	grey
SCARB2	grey	grey
UBQLN4	grey	grey
PHLDB2	blue	blue
RFPL1	grey	grey
DNAJC2	blue	blue
KCTD3	blue	blue
MID1IP1	turquoise	brown
SLC44A2	magenta	green
MYSM1	blue	blue
TAS2R10	grey	grey
GIGYF2	turquoise	brown
RSL1D1	green	green
DCP1A	pink	pink
SPRR1A	grey	grey
FAM111B	grey	grey
HES3	turquoise	brown
NEBL	blue	blue
CPNE7	turquoise	brown
OR5H1	grey	grey
ARX	brown	brown
SMIM17	grey	grey
STC2	grey	grey
RYK	red	pink
CDK17	black	black
DR1	tan	pink
OR52I2	grey	grey
SFRP1	black	black
RAD23A	green	green
TRMT12	grey	grey
CMTM2	grey	grey
CCNT2	blue	blue
RBM15	blue	blue
BPGM	purple	pink
KIRREL1	brown	brown
GALC	grey	grey
ACYP1	grey	grey
SLC51B	grey	grey
HGF	grey	grey
CCND3	grey	grey
IL17F	grey	grey
TIGD5	turquoise	brown
MYORG	grey	grey
GGH	grey	grey
C19orf73	grey	grey
ZNF2	brown	brown
VSIR	grey	grey
CCL22	grey	grey
FOXN4	turquoise	brown
CCDC178	grey	grey
FAM193A	blue	blue
SETD1B	grey	grey
AFDN	blue	blue
GNB2	blue	blue
CHGB	brown	brown
MT1M	grey	grey
EMP1	grey	grey
VWA5B2	turquoise	brown
ST8SIA2	turquoise	brown
STIP1	grey	grey
HRK	brown	brown
METTL21C	grey	grey
NEUROD4	brown	brown
PLAGL2	grey	grey
YBEY	grey	grey
SPTBN5	turquoise	brown
CCDC116	turquoise	brown
TEX2	grey	grey
PUDP	grey	grey
IDNK	brown	brown
LKAAEAR1	turquoise	brown
DDX23	magenta	green
ADD1	magenta	green
POLK	blue	blue
CISD2	yellow	yellow
PBX4	blue	blue
B3GALNT2	grey	grey
TMPRSS11F	grey	grey
ACLY	magenta	green
ZC3H12A	turquoise	brown
IMMT	brown	brown
NSMCE1	blue	blue
PRAMEF10	grey	grey
PTS	grey	grey
MYL9	grey	grey
TMTC2	grey	grey
EGR1	grey	grey
MTM1	red	pink
CHD7	blue	blue
BCORL1	grey	grey
ZNF226	blue	blue
STRA6	grey	grey
RPL7	grey	grey
SH3GL1	grey	grey
APOOL	pink	pink
KCTD15	turquoise	brown
OR11H6	grey	grey
HMSD	grey	grey
MRPL17	grey	grey
TSPAN9	grey	grey
USP4	brown	brown
CMPK1	grey	grey
KPNA2	grey	grey
RPS6KA6	blue	blue
PRDM8	grey	grey
PTPN11	pink	pink
PCP2	grey	grey
ACTR5	grey	grey
ZNF185	grey	grey
BCL2L12	turquoise	brown
CFAP45	brown	brown
DBX1	turquoise	brown
LIG1	red	pink
RELL2	grey	grey
RNF146	blue	blue
IP6K3	turquoise	brown
SAYSD1	grey	grey
IFFO1	brown	brown
OSBPL11	blue	blue
EIF2S2	tan	pink
B3GALT5	grey	grey
HYKK	grey	grey
NAP1L5	grey	grey
TUBGCP6	greenyellow	pink
MCF2L	turquoise	brown
SCML4	grey	grey
FBXO9	grey	grey
ZNF267	blue	blue
SLC26A2	grey	grey
PTPRC	grey	grey
ARPC2	green	green
CPNE1	grey	grey
EPM2AIP1	grey	grey
FOXI3	grey	grey
VNN1	grey	grey
PPARGC1B	grey	grey
SYT9	brown	brown
WDR45	purple	pink
VMO1	turquoise	brown
SOX14	grey	grey
SIGLEC10	brown	brown
OR4C16	grey	grey
GPR78	grey	grey
MYL2	brown	brown
FKBP15	magenta	green
TXK	grey	grey
CAMSAP3	blue	blue
UQCRB	grey	grey
TACC2	grey	grey
RNF223	turquoise	brown
ZNF852	grey	grey
TGM7	turquoise	brown
FCRL6	turquoise	brown
ZNF165	grey	grey
DET1	grey	grey
ZACN	turquoise	brown
TMEM127	green	green
IP6K2	grey	grey
SGSM1	grey	grey
GTF3A	yellow	yellow
IL17D	turquoise	brown
PIEZO1	grey	grey
FAM110A	grey	grey
RNF213	blue	blue
TROAP	turquoise	brown
OR10Q1	grey	grey
LIPE	turquoise	brown
NBN	grey	grey
LRRC10B	turquoise	brown
TMEM150A	grey	grey
MORN5	grey	grey
MPV17	yellow	yellow
CASP4	tan	pink
CYP11B2	turquoise	brown
ZNF879	grey	grey
CAPN12	turquoise	brown
CYP4A11	turquoise	brown
CALHM6	grey	grey
FAM89B	grey	grey
CLK1	blue	blue
OR51F1	grey	grey
NIPSNAP2	grey	grey
EIF3I	yellow	yellow
SLC17A9	turquoise	brown
MAP3K2	red	pink
KRTAP20-1	grey	grey
CAPRIN2	blue	blue
SNCB	turquoise	brown
CACNA2D3	grey	grey
EIF4G2	red	pink
MAGEC3	brown	brown
ZMYND12	grey	grey
GTPBP6	turquoise	brown
HOXB5	brown	brown
MRPL40	blue	blue
TXNRD1	grey	grey
OTX1	turquoise	brown
GFRA4	turquoise	brown
FGG	grey	grey
PRR23A	grey	grey
ISYNA1	grey	grey
DCAKD	green	green
DRAM2	purple	pink
ISG20L2	green	green
WBP11	magenta	green
PTTG1	grey	grey
GPX8	black	black
PRKCA	grey	grey
OR13D1	grey	grey
CDR2	black	black
ETV5	grey	grey
KRTAP17-1	grey	grey
TFDP2	grey	grey
TMEM45A	black	black
NACA2	grey	grey
RSAD2	grey	grey
CCR8	grey	grey
RSRC1	grey	grey
IGFBP4	grey	grey
CACNG7	turquoise	brown
SENP3-EIF4A1	purple	pink
KLRB1	grey	grey
PTPRF	black	black
LMO1	turquoise	brown
PROKR2	grey	grey
DAP	grey	grey
CARTPT	grey	grey
NFATC1	turquoise	brown
SLC37A3	turquoise	brown
DUS3L	blue	blue
RBM33	grey	grey
ZNF292	blue	blue
WDR73	grey	grey
SF1	magenta	green
ZNF268	grey	grey
RABL3	grey	grey
COA5	grey	grey
C16orf74	grey	grey
PEX3	brown	brown
C6orf223	brown	brown
SHC1	magenta	green
TMEM151A	turquoise	brown
UACA	grey	grey
ABHD13	grey	grey
CDRT15	brown	brown
DGKQ	turquoise	brown
PROS1	grey	grey
ATP23	grey	grey
BCAP29	tan	pink
SETBP1	grey	grey
RGMA	brown	brown
COL4A1	grey	grey
CNOT6	grey	grey
SUPT6H	magenta	green
SLX4IP	grey	grey
SLFN5	grey	grey
RAPGEF1	grey	grey
MICU1	grey	grey
USP35	grey	grey
SEZ6L	blue	blue
GPR176	turquoise	brown
SYT11	grey	grey
MESP2	grey	grey
CDH15	turquoise	brown
CBWD5	blue	blue
LRRN3	grey	grey
XAGE5	grey	grey
NAV1	grey	grey
SPG11	blue	blue
ASS1	grey	grey
OPRD1	turquoise	brown
DCTD	blue	blue
HIGD2A	grey	grey
EIF3E	greenyellow	pink
SLC35F5	pink	pink
OR2M3	grey	grey
PRSS33	turquoise	brown
HMCN2	brown	brown
BMP8A	turquoise	brown
ADAM15	black	black
RGP1	green	green
NHEJ1	grey	grey
YARS2	grey	grey
SEMA3F	grey	grey
LYNX1	grey	grey
COX19	grey	grey
BEX2	brown	brown
DNAJB1	grey	grey
FAM181A	turquoise	brown
SERP1	grey	grey
AMER2	grey	grey
EPC2	red	pink
FAU	yellow	yellow
RASA2	blue	blue
TEN1-CDK3	grey	grey
PMAIP1	grey	grey
IL10RB	yellow	yellow
CCDC25	red	pink
NIT1	yellow	yellow
UNC93B1	turquoise	brown
OR8J3	grey	grey
TMEM219	grey	grey
KCNQ1	turquoise	brown
SACM1L	pink	pink
ZNF260	blue	blue
EID2	grey	grey
TVP23B	grey	grey
KRTAP5-11	grey	grey
ORMDL1	blue	blue
LTBP2	brown	brown
LGALS3	black	black
NET1	purple	pink
RER1	yellow	yellow
FBRS	green	green
FAM234B	grey	grey
TNFSF15	grey	grey
CLEC11A	brown	brown
RNF144B	black	black
IQCF2	grey	grey
NME2	turquoise	brown
ZNF627	grey	grey
ARHGEF19	brown	brown
OR10T2	grey	grey
CFAP126	grey	grey
STK17B	grey	grey
HCN4	turquoise	brown
FRMD4B	grey	grey
MS4A4A	grey	grey
REEP4	grey	grey
SGCB	grey	grey
BAMBI	grey	grey
MVB12B	purple	pink
PRSS48	grey	grey
OTOP2	turquoise	brown
CD52	grey	grey
EMC2	blue	blue
TTC9	grey	grey
OR51B2	grey	grey
RIC1	blue	blue
HS3ST2	grey	grey
REXO4	turquoise	brown
MAPK6	grey	grey
TBPL1	grey	grey
P2RX7	grey	grey
CDC16	grey	grey
CRIM1	blue	blue
PMPCB	purple	pink
EFL1	grey	grey
VGLL1	green	green
HIF3A	grey	grey
PHOSPHO2	grey	grey
MTO1	grey	grey
LRBA	blue	blue
NPB	grey	grey
HEYL	brown	brown
SOST	brown	brown
RBM7	grey	grey
ZNRF3	grey	grey
LILRB2	grey	grey
SMG9	grey	grey
SPOPL	blue	blue
HSFY2	grey	grey
KAT6B	blue	blue
TSPAN13	grey	grey
FGF23	grey	grey
ANO9	turquoise	brown
PRKCE	grey	grey
HUS1B	grey	grey
STK24	grey	grey
CRCP	yellow	yellow
PCDHB2	grey	grey
GPR150	grey	grey
GRTP1	grey	grey
PNMA8A	grey	grey
IFI6	grey	grey
IL13	grey	grey
SQOR	grey	grey
GCH1	black	black
DNAJC28	grey	grey
FAM177A1	grey	grey
NOP14	grey	grey
SLMAP	blue	blue
OR4K1	grey	grey
SPECC1L	blue	blue
SLC43A1	grey	grey
AOX1	grey	grey
DCXR	grey	grey
B4GALNT3	turquoise	brown
PRCC	green	green
INO80	red	pink
RAB18	pink	pink
SMYD1	brown	brown
UBAP2	green	green
SLC6A2	grey	grey
KIF26A	turquoise	brown
DNAJC11	grey	grey
GGN	turquoise	brown
MARK2	green	green
OR1D5	grey	grey
C11orf68	grey	grey
HARBI1	grey	grey
IL1RN	grey	grey
OR6Q1	grey	grey
SUPT16H	turquoise	brown
C11orf49	grey	grey
OR52N2	grey	grey
DDX50	pink	pink
ANKLE2	grey	grey
SMS	grey	grey
ZNRF4	grey	grey
MTSS2	grey	grey
ABHD17C	red	pink
NOP10	yellow	yellow
IFIT1	grey	grey
PDE4C	turquoise	brown
AGGF1	red	pink
RPAP2	blue	blue
MAGED1	grey	grey
CCT6A	tan	pink
OST4	yellow	yellow
SORBS3	turquoise	brown
CAPN2	grey	grey
CCDC88B	brown	brown
DLL1	turquoise	brown
CBR1	grey	grey
STX1A	turquoise	brown
SLC18A3	grey	grey
DCTPP1	grey	grey
CRISPLD2	grey	grey
SOX6	grey	grey
SLC12A3	grey	grey
NTN4	black	black
CLASP2	blue	blue
NODAL	grey	grey
ITGA1	black	black
ACOT6	grey	grey
TNPO3	green	green
SLC22A23	grey	grey
C4orf19	grey	grey
UROD	yellow	yellow
MEP1A	black	black
CLIP1	red	pink
GPHB5	grey	grey
CEP85L	blue	blue
DHDH	turquoise	brown
MDGA1	turquoise	brown
UCN3	brown	brown
ODF4	grey	grey
ANGPTL6	grey	grey
ITGAD	brown	brown
SMARCB1	green	green
OR2AE1	grey	grey
KIAA1614	grey	grey
FAM205A	grey	grey
MAGEC2	grey	grey
FAM187B	grey	grey
SNX14	pink	pink
INSYN2A	red	pink
HOMER1	grey	grey
GH2	grey	grey
WNT3	grey	grey
NKTR	blue	blue
C1orf43	yellow	yellow
EIF3H	green	green
DPY30	yellow	yellow
RPL4	yellow	yellow
PCDHGB5	grey	grey
SELENOW	turquoise	brown
AHCYL2	blue	blue
TEKT2	greenyellow	pink
PARVB	turquoise	brown
CZIB	yellow	yellow
DOLPP1	grey	grey
NAA50	greenyellow	pink
PLIN2	grey	grey
CHRNB3	grey	grey
SCCPDH	grey	grey
ZC3H12C	grey	grey
MPP1	grey	grey
COQ8B	turquoise	brown
PGA5	brown	brown
PRDX3	yellow	yellow
DHX37	turquoise	brown
VSTM4	grey	grey
MBD3L5	magenta	green
HPX	greenyellow	pink
EEF2	green	green
TRMT10B	grey	grey
PHYHD1	grey	grey
WIF1	brown	brown
ZNF221	turquoise	brown
UTY	grey	grey
GJB2	turquoise	brown
AHCYL1	magenta	green
SCMH1	grey	grey
LTBR	grey	grey
HEPACAM2	grey	grey
SRPK3	turquoise	brown
OR7D2	grey	grey
USE1	yellow	yellow
ODC1	grey	grey
ZNF112	grey	grey
MOGAT2	turquoise	brown
C22orf31	grey	grey
CALML5	turquoise	brown
OR13C9	grey	grey
FAM43B	brown	brown
BBS2	grey	grey
OPRK1	grey	grey
UNC119	turquoise	brown
ANLN	grey	grey
PRM2	grey	grey
MICU3	grey	grey
WDR26	blue	blue
STX8	yellow	yellow
MAP2K6	grey	grey
GABRA4	grey	grey
KCTD21	grey	grey
CLEC18C	turquoise	brown
DMRT2	brown	brown
POLR2I	blue	blue
PCGF2	grey	grey
TMEM243	grey	grey
KLF17	grey	grey
PTP4A2	tan	pink
SNU13	blue	blue
PGBD4	grey	grey
SERPINE1	black	black
SMIM20	grey	grey
NANOS3	grey	grey
SQSTM1	purple	pink
ATG4A	green	green
RYR1	turquoise	brown
SLC20A2	grey	grey
AQP2	grey	grey
POU2F3	grey	grey
SCGB2A1	grey	grey
CPXM1	grey	grey
ARL11	grey	grey
KRTAP4-2	grey	grey
HSPA1B	grey	grey
POU2F2	turquoise	brown
ZG16	grey	grey
HES1	grey	grey
CEMP1	grey	grey
TSPAN16	grey	grey
GPR107	pink	pink
GTF2A2	yellow	yellow
IQGAP3	brown	brown
SLC31A1	green	green
BEGAIN	turquoise	brown
AARD	turquoise	brown
COL9A3	brown	brown
SPRR4	grey	grey
WHAMM	grey	grey
FKBP4	grey	grey
HDGFL2	brown	brown
POLR2B	pink	pink
SLC30A1	grey	grey
MAPK1	grey	grey
AHNAK	grey	grey
SLC25A25	brown	brown
ATP5PB	yellow	yellow
KRTAP6-3	grey	grey
ENO2	turquoise	brown
PYCARD	turquoise	brown
RASGRP1	grey	grey
SNRPC	grey	grey
PPP2R3A	blue	blue
ACSM3	grey	grey
HOOK1	blue	blue
RAF1	turquoise	brown
NAV2	grey	grey
CSRP2	grey	grey
UBXN7	grey	grey
PPCDC	brown	brown
ITGB5	grey	grey
MBTPS2	purple	pink
TANK	red	pink
DBH	turquoise	brown
CARD17	grey	grey
S100A11	green	green
ATP5MC3	yellow	yellow
MECOM	grey	grey
CCDC13	turquoise	brown
POMGNT1	yellow	yellow
SAT2	grey	grey
NIN	grey	grey
PDIA3	pink	pink
ZSCAN32	grey	grey
LAMTOR5	yellow	yellow
NEIL2	brown	brown
ITGA6	grey	grey
AKAP1	turquoise	brown
LMOD2	grey	grey
CCDC163	grey	grey
ANXA4	grey	grey
SENP7	blue	blue
PGRMC1	black	black
ERICH4	grey	grey
SULT1E1	grey	grey
KLHL2	blue	blue
ATG101	grey	grey
ATP5F1C	grey	grey
N6AMT1	grey	grey
OR10P1	grey	grey
PRIMPOL	grey	grey
RTL3	grey	grey
KANK2	grey	grey
TMEM178A	greenyellow	pink
NDFIP2	grey	grey
MAGEA4	grey	grey
ETS2	grey	grey
SSX5	grey	grey
ACAT2	grey	grey
HTRA4	black	black
IL17A	grey	grey
GYPE	grey	grey
ITIH6	turquoise	brown
APOE	grey	grey
SRRM1	magenta	green
SOX1	grey	grey
SLC16A9	brown	brown
PLEKHG1	grey	grey
RAD1	red	pink
HTR5A	turquoise	brown
TMC2	brown	brown
INHBB	grey	grey
SCN4B	turquoise	brown
OR2S2	grey	grey
TBRG1	brown	brown
OR5C1	brown	brown
GPX5	grey	grey
VANGL2	turquoise	brown
HSD17B11	blue	blue
IL17C	grey	grey
SRSF5	blue	blue
PHLDA3	grey	grey
PIBF1	blue	blue
RGPD6	blue	blue
C12orf10	blue	blue
NUCKS1	turquoise	brown
PEBP1	green	green
C11orf94	grey	grey
KIF19	brown	brown
PNCK	turquoise	brown
LRFN1	grey	grey
VCX	brown	brown
LYPD3	grey	grey
TGFBI	grey	grey
WDR66	brown	brown
TMCO1	grey	grey
TMEM41A	grey	grey
C15orf41	grey	grey
RCL1	grey	grey
S1PR1	grey	grey
CCDC92	grey	grey
CWF19L2	blue	blue
RIMS4	turquoise	brown
RMC1	grey	grey
MYH2	grey	grey
LRIG2	turquoise	brown
MESD	grey	grey
NDRG2	grey	grey
CDC14C	grey	grey
PAEP	grey	grey
BARX1	turquoise	brown
SF3B6	tan	pink
CDH16	brown	brown
OR6F1	grey	grey
GPR31	grey	grey
STMND1	brown	brown
APC2	brown	brown
JMJD8	grey	grey
MALT1	pink	pink
ZFYVE16	blue	blue
ZNF671	grey	grey
OR8H2	grey	grey
ABCC3	brown	brown
KIF12	turquoise	brown
CCNL2	blue	blue
GLYR1	green	green
SLC35B4	grey	grey
CCL25	turquoise	brown
IAPP	grey	grey
GRK1	turquoise	brown
ACTL7B	grey	grey
FRG2B	grey	grey
TMCC2	turquoise	brown
SPDEF	turquoise	brown
GIP	grey	grey
TJAP1	grey	grey
TMEM207	grey	grey
SLC7A6OS	grey	grey
SSR4	yellow	yellow
POLD1	turquoise	brown
ZNF232	grey	grey
PRAMEF6	grey	grey
TM4SF4	grey	grey
SYCP3	grey	grey
TAF6	green	green
IL11	turquoise	brown
OS9	grey	grey
CD163	grey	grey
CA11	turquoise	brown
NCOA2	blue	blue
VTA1	tan	pink
CPM	grey	grey
CHCHD10	blue	blue
TFE3	grey	grey
JSRP1	turquoise	brown
PPIL4	red	pink
INPP5J	turquoise	brown
TOGARAM1	blue	blue
SLC36A2	turquoise	brown
CA2	black	black
ZNF821	brown	brown
RPS27	yellow	yellow
AGL	blue	blue
CMA1	grey	grey
COL28A1	grey	grey
ABCG8	brown	brown
AATK	turquoise	brown
PSD	turquoise	brown
MMGT1	purple	pink
SIX6	grey	grey
CAV1	grey	grey
LAMTOR1	grey	grey
MFAP3L	grey	grey
NBEAL2	turquoise	brown
MPHOSPH10	grey	grey
NFE2L2	red	pink
FIG4	pink	pink
CXCR3	grey	grey
NDUFA7	yellow	yellow
ZNF75A	grey	grey
REPIN1	turquoise	brown
ZNF771	turquoise	brown
ZC2HC1C	brown	brown
SPATA5L1	grey	grey
PDE6B	turquoise	brown
SLC10A3	grey	grey
PDLIM4	blue	blue
SPATA25	blue	blue
HES6	brown	brown
UBE2R2	green	green
OR2V2	grey	grey
TP63	grey	grey
LIMCH1	grey	grey
LGALS13	grey	grey
CRYBA1	grey	grey
ITPRIP	magenta	green
TRIAP1	grey	grey
STAT2	grey	grey
SMIM8	grey	grey
HPR	grey	grey
CLN5	black	black
MEF2A	grey	grey
NT5DC4	brown	brown
P2RX6	turquoise	brown
IL17REL	turquoise	brown
CFH	grey	grey
DUT	grey	grey
PLAU	grey	grey
NUSAP1	grey	grey
CRPPA	yellow	yellow
CTSK	grey	grey
OR2T35	grey	grey
OR56A4	grey	grey
PRSS37	grey	grey
CASD1	blue	blue
ANKRD9	grey	grey
SAMD14	brown	brown
SYNE2	blue	blue
NUDT6	brown	brown
ESAM	grey	grey
PLP2	grey	grey
SRSF4	grey	grey
DMAC2L	grey	grey
PADI3	turquoise	brown
CASP5	yellow	yellow
SMPD4	green	green
NANOS1	grey	grey
FAM160B2	grey	grey
CLPSL2	grey	grey
TBXA2R	turquoise	brown
NEUROG3	turquoise	brown
TMEM45B	grey	grey
RAB32	grey	grey
PSMB7	yellow	yellow
BCCIP	grey	grey
CLTC	pink	pink
ING1	turquoise	brown
DDIT4L	blue	blue
RNF222	grey	grey
CLEC7A	grey	grey
MTMR6	grey	grey
UBE2M	yellow	yellow
FMR1NB	grey	grey
SPHK2	brown	brown
ATF3	purple	pink
SETD9	yellow	yellow
RIF1	blue	blue
ADAM12	red	pink
SVEP1	magenta	green
NAF1	grey	grey
HADHA	purple	pink
USP9Y	grey	grey
SLC25A41	turquoise	brown
SMTNL1	turquoise	brown
OXTR	turquoise	brown
IP6K1	green	green
TEKT5	grey	grey
UBL5	yellow	yellow
KRBOX1	grey	grey
HLF	grey	grey
COA1	blue	blue
LAP3	grey	grey
MAPKAPK3	green	green
SOX3	grey	grey
S100A8	grey	grey
KRTAP13-3	grey	grey
OFD1	blue	blue
ZNF57	grey	grey
RAB11FIP2	blue	blue
CA1	grey	grey
CPNE8	grey	grey
NOVA2	grey	grey
U2SURP	blue	blue
FGL2	grey	grey
RNF10	grey	grey
ZNF385A	grey	grey
TSPO	turquoise	brown
SCARF1	turquoise	brown
ARPC5L	grey	grey
VIRMA	pink	pink
MITF	grey	grey
VRK2	red	pink
DEDD	green	green
PTGFR	grey	grey
FERMT2	grey	grey
FBLN1	grey	grey
EYA4	grey	grey
TRAM1L1	grey	grey
CYP2A7	turquoise	brown
EXT2	grey	grey
FGF22	turquoise	brown
ZNF276	turquoise	brown
IFT140	grey	grey
ST8SIA3	grey	grey
TPBGL	turquoise	brown
CFAP20	grey	grey
ANKRD24	turquoise	brown
TNFAIP2	grey	grey
SERINC2	grey	grey
TBX20	grey	grey
IL17B	grey	grey
ZBED8	grey	grey
JTB	yellow	yellow
CYP2A13	turquoise	brown
ARGFX	grey	grey
DAZ4	grey	grey
NPY5R	grey	grey
PLAAT1	grey	grey
PDGFB	grey	grey
LRRC26	turquoise	brown
RAB3IL1	turquoise	brown
PAX9	turquoise	brown
KRT10	grey	grey
CUL5	red	pink
MBLAC2	grey	grey
SLC5A11	turquoise	brown
MRPS7	grey	grey
DIS3L	grey	grey
TIMM8B	yellow	yellow
GLMP	green	green
PDE7B	grey	grey
TRPM4	turquoise	brown
MYO6	blue	blue
SMOC2	grey	grey
ST8SIA4	grey	grey
LMTK2	grey	grey
PSEN1	red	pink
INAFM1	turquoise	brown
SCRN2	turquoise	brown
ADAL	grey	grey
FBXW7	red	pink
ATXN7L3	grey	grey
TAS2R50	grey	grey
GFM2	pink	pink
HOOK3	blue	blue
AADACL2	grey	grey
OSBPL10	grey	grey
LCE1F	grey	grey
UCP2	grey	grey
DGUOK	yellow	yellow
PEMT	blue	blue
GAGE2A	grey	grey
RP1L1	grey	grey
ALYREF	grey	grey
OR4S1	grey	grey
PPIL1	grey	grey
SLC40A1	grey	grey
SERPINB3	grey	grey
EDC3	grey	grey
ANGPTL2	grey	grey
GALNTL5	grey	grey
KRT84	turquoise	brown
FGD3	tan	pink
MRPS21	yellow	yellow
LONP2	turquoise	brown
SFR1	grey	grey
OSGIN1	turquoise	brown
C1QBP	blue	blue
TLR1	grey	grey
BMP2	grey	grey
ZFC3H1	blue	blue
ZNF835	grey	grey
KBTBD11	turquoise	brown
MAPK8	grey	grey
HAPLN1	grey	grey
SPATA20	turquoise	brown
P2RX1	brown	brown
KIAA0930	black	black
OTOS	turquoise	brown
OR6C3	grey	grey
RCC1	grey	grey
AOC3	grey	grey
GUCD1	green	green
FMOD	grey	grey
ARL14EPL	grey	grey
C4orf51	grey	grey
RGS2	grey	grey
NRROS	grey	grey
BCAS2	red	pink
KCP	brown	brown
OR4D6	grey	grey
ANKRD23	turquoise	brown
WFDC10A	grey	grey
ZNF644	blue	blue
VCPKMT	grey	grey
FOXN3	grey	grey
TTC36	turquoise	brown
MALSU1	grey	grey
CDKN2AIP	grey	grey
ATP5F1D	green	green
ELSPBP1	grey	grey
PIM1	grey	grey
SLC25A11	yellow	yellow
RARB	grey	grey
TCAF1	blue	blue
ABHD4	grey	grey
C5orf49	brown	brown
CBLN4	grey	grey
C10orf120	grey	grey
SRSF8	grey	grey
NMRAL1	grey	grey
ZNF214	grey	grey
SLC25A3	grey	grey
RAB5C	purple	pink
IQSEC1	grey	grey
KRR1	blue	blue
WSB1	blue	blue
ARHGAP36	turquoise	brown
CEACAM19	grey	grey
P4HTM	grey	grey
HUWE1	brown	brown
MYDGF	grey	grey
ABHD14B	pink	pink
SELENON	grey	grey
CATIP	grey	grey
GPR162	brown	brown
SH3D19	grey	grey
IFT122	grey	grey
SDF4	grey	grey
MRFAP1L1	tan	pink
CD68	grey	grey
LY86	grey	grey
NEFL	brown	brown
STK40	grey	grey
GPR83	grey	grey
CYP20A1	grey	grey
TRIM51GP	grey	grey
TMEM30A	pink	pink
GSC	red	pink
C7orf50	greenyellow	pink
CCN3	brown	brown
HMGCL	grey	grey
OR1N2	grey	grey
DYNC1I2	pink	pink
TLN1	blue	blue
CCP110	blue	blue
S100A1	brown	brown
GDPD5	blue	blue
TM4SF5	grey	grey
OR5B12	grey	grey
EFR3B	brown	brown
NFAT5	blue	blue
MORF4L1	grey	grey
SLC10A2	grey	grey
ZNF169	grey	grey
PNMA5	grey	grey
RINL	blue	blue
MTHFS	grey	grey
TRAF3IP2	green	green
PRR15L	grey	grey
RPS4Y2	grey	grey
CENPB	grey	grey
DOP1A	blue	blue
SPRYD3	grey	grey
NDUFV2	yellow	yellow
TIMP1	black	black
CCDC130	blue	blue
POU4F1	grey	grey
SQLE	grey	grey
FAM120A	grey	grey
ZNF599	grey	grey
NAA15	blue	blue
TBX1	turquoise	brown
SEMA6C	turquoise	brown
RTN4IP1	grey	grey
KCNE5	grey	grey
ZNF534	grey	grey
STRC	grey	grey
HHLA1	grey	grey
